225,30,1
226,51,6
227,95,10
228,63,7
229,57,6
230,29,6
231,3,5
232,68,7
233,8,5
234,19,1
235,86,1
236,68,10
237,15,4
238,21,5
239,31,3
240,36,1
241,7,8
242,45,6
243,65,1
244,66,7
245,58,5
246,92,9
247,20,7
248,32,8
249,96,9
250,26,6
251,10,6
252,58,6
253,61,7
254,98,7
255,42,5
256,82,4
257,11,7
258,4,7
259,56,8
260,8,9
261,97,5
262,45,10
263,54,7
264,68,10
265,76,7
266,94,2
267,86,1
268,32,9
269,82,8
270,12,9
271,57,2
272,49,4
273,5,8
274,47,9
275,14,6
276,62,10
277,15,8
278,35,6
279,23,5
280,52,3
281,97,2
282,93,8
283,33,9
284,61,1
285,37,1
286,10,6
287,10,2
288,91,5
289,86,9
290,10,5
291,20,7
292,92,5
293,41,10
294,2,4
295,97,10
296,16,7
297,46,6
298,25,9
299,39,2
300,10,4
301,91,2
302,88,9
303,16,6
304,99,2
305,82,4
306,10,1
307,54,10
308,37,9
309,89,1
310,56,3
311,47,1
312,74,9
313,41,7
314,79,7
315,77,5
316,96,3
317,54,1
318,46,6
319,57,6
320,95,6
321,34,4
322,12,10
323,82,7
324,6,6
325,77,10
326,45,3
327,78,7
328,56,1
329,64,2
330,13,1
331,70,3
332,13,10
333,42,5
334,47,9
335,2,1
336,12,4
337,98,10
338,88,10
339,35,9
340,82,3
341,60,8
342,3,9
343,33,7
344,53,5
345,94,9
346,63,4
347,17,4
348,89,7
349,27,3
350,67,9
351,99,1
352,48,5
353,53,8
354,80,2
355,92,9
356,41,10
357,68,2
358,60,6
359,30,10
360,72,2
361,30,8
362,28,2
363,45,8
364,90,2
365,57,6
366,44,5
367,55,2
368,45,1
369,16,8
370,76,5
371,60,2
372,40,7
373,88,4
374,1,7
375,94,8
376,93,7
377,54,2
378,95,8
379,95,3
380,2,10
381,71,5
382,55,2
383,68,9
384,75,8
385,20,7
386,26,4
387,41,3
388,51,4
389,42,6
390,29,10
391,5,1
392,19,5
393,52,5
394,38,6
395,71,6
396,55,1
397,90,2
398,75,8
399,80,4
400,19,4
401,15,3
402,96,6
403,26,5
404,86,2
405,95,5
406,22,2
407,69,8
408,78,9
409,8,6
410,54,10
411,33,2
412,44,9
413,73,5
414,17,5
415,26,5
416,51,8
417,87,4
418,9,9
419,86,3
420,23,1
421,75,1
422,36,3
423,56,3
424,50,5
425,6,2
426,96,6
427,7,7
428,20,1
429,74,10
430,56,5
431,53,10
432,59,8
433,70,2
434,85,1
435,98,8
436,22,2
437,46,9
438,100,9
439,33,3
440,60,9
441,90,6
442,42,3
443,12,10
444,99,8
445,100,7
446,38,3
447,27,1
448,66,3
449,86,9
450,62,1
451,40,6
452,56,6
453,24,7
454,96,8
455,22,2
456,47,10
457,100,3
458,62,9
459,83,6
460,53,7
461,58,4
462,44,5
463,28,3
464,96,1
465,84,8
466,10,9
467,32,9
468,4,1
469,73,4
470,24,1
471,76,1
472,42,5
473,1,10
474,83,9
475,43,7
476,32,4
477,29,1
478,67,8
479,65,6
480,20,2
481,12,8
482,4,9
483,32,3
484,20,3
485,29,4
486,8,4
487,97,9
488,42,9
489,6,3
490,40,5
491,68,8
492,20,1
493,95,8
494,36,5
495,36,7
496,78,10
497,57,10
498,39,1
499,50,7
500,40,6
501,42,7
502,93,4
503,15,3
504,58,3
505,45,7
506,80,9
507,77,3
508,46,2
509,9,3
510,36,2
511,5,3
512,96,3
513,53,10
514,70,2
515,11,2
516,87,8
517,3,10
518,28,8
519,65,4
520,38,3
521,77,10
522,24,4
523,7,1
524,50,8
525,67,5
526,43,5
527,92,10
528,14,9
529,83,8
530,39,9
531,67,3
532,44,6
533,46,10
534,42,3
535,95,10
536,36,9
537,51,2
538,3,7
539,79,1
540,66,6
541,100,3
542,68,6
543,55,6
544,41,8
545,75,6
546,9,5
547,55,10
548,72,3
549,30,3
550,26,1
551,65,8
552,14,10
553,89,6
554,97,7
555,13,3
556,81,7
557,22,6
558,31,9
559,48,3
560,87,9
561,59,3
562,98,8
563,42,3
564,73,3
565,54,10
566,35,6
567,65,9
568,27,4
569,44,9
570,56,5
571,22,9
572,23,1
573,3,1
574,35,4
575,92,8
576,64,10
577,15,7
578,60,5
579,54,2
580,15,5
581,56,8
582,34,3
583,58,4
584,27,3
585,9,10
586,67,1
587,20,1
588,20,1
589,35,10
590,86,6
591,48,4
592,79,9
593,69,5
594,81,7
595,43,10
596,15,7
597,46,5
598,67,10
599,29,2
600,2,9
601,24,5
602,53,4
603,93,4
604,23,2
605,64,5
606,24,4
607,94,5
608,97,5
609,11,10
610,40,8
611,81,2
612,27,10
613,46,5
614,44,10
615,34,7
616,97,7
617,17,9
618,27,1
619,9,4
620,71,7
621,7,1
622,58,8
623,17,7
624,63,3
625,88,9
626,66,1
627,18,5
628,80,7
629,7,4
630,79,5
631,61,10
632,74,2
633,74,3
634,16,8
635,52,10
636,16,7
637,70,3
638,69,2
639,59,6
640,51,3
641,38,10
642,22,3
643,83,9
644,6,3
645,32,1
646,11,9
647,78,5
648,82,5
649,22,4
650,98,10
651,34,6
652,55,7
653,47,6
654,39,10
655,45,2
656,65,7
657,49,2
658,39,6
659,11,6
660,70,8
661,79,1
662,70,5
663,40,8
664,2,3
665,29,3
666,1,9
667,33,7
668,60,5
669,75,10
670,27,9
671,1,1
672,2,5
673,50,9
674,42,9
675,3,3
676,57,2
677,10,6
678,52,10
679,71,1
680,59,7
681,46,6
682,96,6
683,64,4
684,83,4
685,1,6
686,83,10
687,24,8
688,69,3
689,86,9
690,88,3
691,13,8
692,55,6
693,39,8
694,53,9
695,14,6
696,53,8
697,2,9
698,64,7
699,99,8
700,47,2
701,68,6
702,25,10
703,30,6
704,77,6
705,47,3
706,48,5
707,19,8
708,9,4
709,43,7
710,39,1
711,14,7
712,59,10
713,19,4
714,83,2
715,23,1
716,47,4
717,34,3
718,1,2
719,3,8
720,88,5
721,52,3
722,13,9
723,65,3
724,33,7
725,90,7
726,97,3
727,70,7
728,54,1
729,37,6
730,92,6
731,85,7
732,89,4
733,19,2
734,57,9
735,62,2
736,43,3
737,51,2
738,10,2
739,86,1
740,31,6
741,98,8
742,71,10
743,42,7
744,66,9
745,50,9
746,8,10
747,77,2
748,89,6
749,59,1
750,90,7
751,2,8
752,70,4
753,12,7
754,34,5
755,95,5
756,97,5
757,87,3
758,31,8
759,53,7
760,86,3
761,8,6
762,67,7
763,49,6
764,69,7
765,81,7
766,34,4
767,59,10
768,15,8
769,2,8
770,96,9
771,90,8
772,51,3
773,59,10
774,95,8
775,2,6
776,40,3
777,25,7
778,24,2
779,96,1
780,21,8
781,8,8
782,87,10
783,61,1
784,68,4
785,13,2
786,66,8
787,87,5
788,52,1
789,57,1
790,1,1
791,21,8
792,37,10
793,35,8
794,94,6
795,61,4
796,43,3
797,26,3
798,17,2
799,100,1
800,94,2
801,88,3
802,21,3
803,87,2
804,70,7
805,50,5
806,20,4
807,53,4
808,19,7
809,48,6
810,67,1
811,69,5
812,99,5
813,94,8
814,23,4
815,65,10
816,50,1
817,91,3
818,90,3
819,83,3
820,82,9
821,93,8
822,90,6
823,100,4
824,66,2
825,72,3
826,72,1
827,49,4
828,94,8
829,8,9
830,100,10
831,62,2
832,70,1
833,17,7
834,74,6
835,10,1
836,38,3
837,41,1
838,73,5
839,32,6
840,72,9
841,42,1
842,43,3
843,100,7
844,86,6
845,65,1
846,16,10
847,75,3
848,19,9
849,87,1
850,7,3
851,19,8
852,60,9
853,27,9
854,57,1
855,60,3
856,100,7
857,97,5
858,10,8
859,42,7
860,51,6
861,53,10
862,9,2
863,87,5
864,69,8
865,34,7
866,73,2
867,62,5
868,21,7
869,77,2
870,71,1
871,63,6
872,95,2
873,21,10
874,28,1
875,45,5
876,17,2
877,90,9
878,79,8
879,9,1
880,49,2
881,90,6
882,59,9
883,13,4
884,22,4
885,38,8
886,89,9
887,45,6
888,82,5
889,38,4
890,49,5
891,26,1
892,23,9
893,89,5
894,84,6
895,6,5
896,48,5
897,46,4
898,96,1
899,42,10
900,41,8
901,19,4
902,95,2
903,40,8
904,6,3
905,13,4
906,20,6
907,73,4
908,14,5
909,81,8
910,16,1
911,80,4
912,40,3
913,82,9
914,29,2
915,50,9
916,14,3
917,96,5
918,93,2
919,48,10
920,27,6
921,8,3
922,45,9
923,99,1
924,70,4
925,72,10
926,25,3
927,69,1
928,53,7
929,50,1
930,92,10
931,10,1
932,34,2
933,33,1
934,10,9
935,50,9
936,34,3
937,92,1
938,93,2
939,18,1
940,36,3
941,30,10
942,7,4
943,74,6
944,75,4
945,23,10
946,30,8
947,41,2
948,97,1
949,48,5
950,17,7
951,42,10
952,22,7
953,74,3
954,65,10
955,60,1
956,10,7
957,67,6
958,61,6
959,21,3
960,37,10
961,17,7
962,84,4
963,98,8
964,2,9
965,89,5
966,16,2
967,89,10
968,42,5
969,1,9
970,72,6
971,54,6
972,76,10
973,19,7
974,77,7
975,39,1
976,37,2
977,25,5
978,43,10
979,11,8
980,75,10
981,10,4
982,23,2
983,48,9
984,23,1
985,24,1
986,26,7
987,67,3
988,83,8
989,64,2
990,94,10
991,100,7
992,7,8
993,3,3
994,80,10
995,50,5
996,30,1
997,59,10
998,25,9
999,31,10
1000,20,6
